,K&A,AoW,Rape
259,7.529943370601589,7.832014180505469,7.2115567333138015
260,1.3862943611198906,2.9444389791664403,2.995732273553991
261,7.05617528410041,7.4413203897176174,6.35088571671474
262,4.700480365792417,5.846438775057725,5.318119993844216
263,8.398184404834035,7.991253929840199,7.534228326274089
264,5.402677381872279,4.787491742782046,4.465908118654584
265,7.553286605600419,7.78155595923534,7.724446645633537
266,2.5649493574615367,3.1780538303479458,2.4849066497880004
267,3.7376696182833684,2.9444389791664403,2.995732273553991
268,2.3978952727983707,1.3862943611198906,1.791759469228055
271,2.1972245773362196,4.174387269895637,2.0794415416798357
272,7.330405211844402,8.546169299652755,7.080026499922591
273,3.332204510175204,4.060443010546419,4.07753744390572
274,7.645875825184813,7.201916317531627,7.396948602621014
275,7.593877844605118,6.587550014824796,6.834108738813838
276,5.43372200355424,7.37650812632622,6.883462586413092
277,3.091042453358316,3.6109179126442243,3.8501476017100584
278,7.057897937411856,6.588926477533519,6.07073772800249
279,6.490723534502507,6.111467339502679,6.401917196727186
280,4.804021044733257,5.762051382780177,5.209486152841421
281,6.715383386334681,6.879355804460439,5.4680601411351315
282,6.248042874508429,5.62040086571715,6.577861357721047
283,6.0112671744041615,7.689828668736484,6.2324480165505225
284,5.153291594497779,7.8399193600125825,6.342121418721152
285,6.734591659972948,8.749415406663651,8.005700678662542
286,6.8308742346461795,8.069655306886165,7.301822342137932
287,4.574710978503383,3.6635616461296463,3.4339872044851463
288,3.258096538021482,4.276666119016055,4.718498871295094
290,2.302585092994046,2.3978952727983707,3.091042453358316
291,6.683360945766275,7.89989532313973,6.930494765951626
292,6.240275845170769,5.765191102784844,6.236369590203704
293,7.745002803515839,7.818027938530729,7.325807502595773
294,1.791759469228055,2.302585092994046,2.8903717578961645
295,7.0326242610280065,7.124478262493424,6.39024066706535
296,4.5217885770490405,5.950642552587727,5.247024072160486
297,8.532672762264625,7.930925372483388,7.472500744737558
298,5.5093883366279774,4.77912349311153,4.709530201312334
299,7.690286020676768,7.571473648851271,7.756195343948118
300,2.6390573296152584,3.4011973816621555,2.8903717578961645
301,3.58351893845611,3.258096538021482,3.367295829986474
302,2.1972245773362196,0.6931471805599453,1.3862943611198906
305,2.5649493574615367,3.970291913552122,0.0
306,7.333676395657684,8.441175704992322,7.216709486709457
307,3.828641396489095,4.430816798843313,3.8501476017100584
308,7.925518979786926,7.24422751560335,7.450660796211539
309,7.851271997109883,6.280395838960195,6.678342114654332
310,5.631211781821365,7.441906728051625,6.919683849847411
311,2.8903717578961645,3.58351893845611,3.58351893845611
312,7.162397497355718,6.504288173536645,6.0112671744041615
313,6.570882962339584,6.16541785423142,6.579251212010101
314,5.087596335232384,5.857933154483459,5.075173815233827
315,6.733401891837359,6.945051063725834,5.501258210544727
316,6.54534966033442,5.501258210544727,6.650279048587422
317,6.373319789577012,7.841492924460013,6.373319789577012
318,5.214935757608986,7.984803389734406,6.452048954437226
319,6.937314081223682,8.801770448914539,8.050384453067021
320,7.024649030453636,8.205491613120236,7.377133712833954
321,4.672828834461906,3.4339872044851463,3.5263605246161616
322,3.6109179126442243,3.871201010907891,5.003946305945459
324,1.791759469228055,2.5649493574615367,2.772588722239781
325,6.815639990074331,7.974188669286011,6.932447891572509
326,6.3561076606958915,5.855071922202427,6.302618975744905
327,7.814803429489359,7.757478766584179,7.359467638255621
328,1.791759469228055,2.3978952727983707,2.8903717578961645
329,7.288927694521257,7.247792581767846,6.530877627725885
330,4.51085950651685,5.929589143389895,5.472270673671475
331,8.60666819784384,7.934871565945177,7.354362330421477
332,5.517452896464707,4.8283137373023015,4.795790545596741
333,7.92443418488756,7.80994708647679,7.745435610274381
334,2.0794415416798357,3.4339872044851463,3.1780538303479458
335,3.332204510175204,3.367295829986474,3.4339872044851463
336,2.302585092994046,2.3978952727983707,1.0986122886681098
337,0.6931471805599453,0.6931471805599453,0.0
339,2.6390573296152584,3.828641396489095,1.0986122886681098
376,7.246368080102461,8.479698986988657,7.201170883281678
377,4.060443010546419,4.204692619390966,3.828641396489095
378,8.11969625295725,7.517520850603031,7.447751280047908
379,8.239857411018601,4.770684624465665,6.831953565565855
380,5.857933154483459,7.3783837129967145,6.9411900550683745
381,2.772588722239781,3.8918202981106265,4.007333185232471
382,7.3310603052186325,6.61338421837956,6.159095388491933
383,6.802394763324311,6.263398262591624,6.504288173536645
384,5.0238805208462765,5.521460917862246,5.209486152841421
385,6.947937068614969,7.186901020411631,5.713732805509369
386,6.666956792429207,5.648974238161206,6.699500340161678
387,6.975413927455952,7.999007213243955,6.431331081933479
388,5.365976015021851,8.225503097566918,6.926577033222725
389,7.027314514039777,8.803123730829212,8.138856750696325
390,7.038783541388542,8.277666160851503,7.516977224604321
391,4.890349128221754,3.8918202981106265,4.143134726391533
392,3.1780538303479458,3.7612001156935624,5.099866427824199
393,1.0986122886681098,4.442651256490317,4.634728988229636
394,2.302585092994046,2.772588722239781,3.044522437723423
395,7.218176838403408,8.339739766019143,7.284820912568604
396,6.535241271013659,5.8289456176102075,6.522092798170152
397,7.89989532313973,7.763021309018518,7.6251071482389
398,2.302585092994046,2.9444389791664403,3.5263605246161616
399,7.4342573821331355,7.309212365692763,6.602587892189336
401,4.736198448394496,5.749392985908253,5.43372200355424
402,8.9758830607617,8.085486772102845,7.5822291942764615
403,5.545177444479562,4.9344739331306915,4.997212273764115
404,8.335191583433202,8.11522197256233,7.6236419465115715
405,1.9459101490553132,2.302585092994046,2.4849066497880004
406,4.189654742026425,3.8066624897703196,3.295836866004329
407,2.1972245773362196,0.6931471805599453,1.0986122886681098
409,7.67786350067821,6.588926477533519,6.559615237493242
411,2.772588722239781,2.1972245773362196,2.5649493574615367
412,7.374629015218945,8.84361509218395,7.399398083331354
413,4.454347296253507,4.532599493153256,4.31748811353631
414,8.348064228408266,7.786967002614872,7.5688956634069955
415,8.39366870513074,5.802118375377063,7.028201432058005
416,7.53955882930103,7.72356247227797,7.22983877815125
417,4.248495242049359,5.087596335232384,4.454347296253507
418,7.709756864454165,7.1252830915107115,6.595780513961311
419,7.579167967396076,7.352441100243583,6.878326468291325
420,5.66988092298052,6.20050917404269,5.521460917862246
421,6.855408798609928,7.236339342754344,5.934894195619588
422,6.8308742346461795,6.261491684321042,7.093404625868766
423,7.214504414151143,8.272059622210412,6.937314081223682
424,5.220355825078324,8.380685946761574,7.107425474110705
425,7.96311205897929,9.018210874191142,8.374476889214643
426,7.535830462798367,9.003562174748238,8.027150106832774
427,4.8283137373023015,4.07753744390572,4.276666119016055
428,3.4965075614664802,4.584967478670572,5.209486152841421
429,0.6931471805599453,4.394449154672439,4.48863636973214
430,2.3978952727983707,2.8903717578961645,3.4339872044851463
431,7.633853559681768,8.43771698991444,7.513163545234075
432,6.894670039433482,6.951772164398911,6.78897174299217
433,8.305731144875866,8.482394685873542,8.09712193091871
434,2.772588722239781,3.367295829986474,3.7612001156935624
435,7.323830566202317,7.147559271189454,6.827629234502852
437,4.820281565605037,6.008813185442595,5.4510384535657
438,9.183688340978756,8.89604050162011,8.022896869601457
439,6.450470422144176,5.68697535633982,5.429345628954441
440,8.250620082174692,8.499640032168648,7.429520842786462
441,2.4849066497880004,3.8066624897703196,3.295836866004329
442,5.159055299214529,4.962844630259907,3.8066624897703196
443,2.3978952727983707,0.0,1.6094379124341003
444,1.791759469228055,0.6931471805599453,2.0794415416798357
445,8.19118600464279,8.164794804244766,7.400009517162692
447,3.2188758248682006,2.4849066497880004,2.833213344056216
448,6.580639137284949,8.42222295382501,6.8679744089702925
449,4.51085950651685,4.795790545596741,4.418840607796598
450,8.267448958304849,8.038834757787749,7.590852123688581
451,8.462737005620179,6.349138991379798,7.027314514039777
452,7.239214973779806,7.660114319173928,7.269616749608169
453,4.454347296253507,5.308267697401205,4.553876891600541
454,7.690286020676768,7.20934025660291,6.734591659972948
455,7.561121589530238,7.431299675155903,7.068172000388042
456,5.424950017481403,6.2878585601617845,5.645446897643238
457,6.70073110954781,7.259116128097101,5.802118375377063
458,6.785587645007929,6.0867747269123065,6.956545443151569
459,7.284134806195205,8.56845648535378,7.188412736496954
460,4.962844630259907,8.381831553485561,7.205635176410364
461,8.646113971483077,9.170455438277267,8.532278828834277
462,7.806696372521179,9.210440366976517,8.142645185942795
463,4.795790545596741,4.584967478670572,4.31748811353631
464,3.6375861597263857,4.653960350157523,4.770684624465665
465,1.0986122886681098,4.574710978503383,4.787491742782046
466,2.5649493574615367,2.772588722239781,3.4011973816621555
467,7.798112628829788,8.620291149419804,7.589841512182657
468,7.069874128458572,7.014814351275545,6.8885724595653635
469,8.394121193826242,8.699348067653093,8.231908243564177
470,2.4849066497880004,3.5263605246161616,3.8501476017100584
471,7.31455283232408,7.004881989712859,6.12029741895095
472,6.566672429803241,8.067149039910106,6.88653164253051
473,4.624972813284271,6.198478716492308,5.476463551931511
474,9.271059107010888,9.06009870864564,8.151044945685024
475,5.616771097666572,5.8377304471659395,5.598421958998375
476,8.512381634419015,8.642944396721798,7.290292882446597
477,2.833213344056216,3.713572066704308,3.4657359027997265
478,4.890349128221754,4.465908118654584,4.07753744390572
479,1.9459101490553132,0.6931471805599453,1.6094379124341003
480,0.0,1.0986122886681098,0.6931471805599453
481,8.302513718514158,8.371473537066832,7.647786045440933
483,1.9459101490553132,3.4657359027997265,2.302585092994046
484,6.52795791762255,8.437283808187935,6.934397209928558
485,4.852030263919617,4.61512051684126,4.2626798770413155
486,8.524962928680598,8.36474106822456,7.457609289715606
487,8.54830418644129,5.288267030694535,6.947937068614969
488,7.21081845347222,7.532623618788788,7.352441100243583
489,4.248495242049359,5.0106352940962555,4.454347296253507
490,7.358193752733032,7.059617628291383,6.220590170099739
491,7.756195343948118,7.542213463193403,6.975413927455952
492,5.476463551931511,6.073044534100405,5.497168225293202
493,6.976348070447749,7.202661196523238,5.69035945432406
494,6.835184586147301,6.738152494595957,6.959398512133975
495,7.384610383176974,8.53934599605737,6.3784261836515865
496,5.2574953720277815,8.290794347381356,7.135687347028144
497,8.42222295382501,8.993303139093733,8.387312270561717
498,8.536211197252,9.368454615069874,8.329416783939319
499,4.543294782270004,4.430816798843313,3.828641396489095
500,4.060443010546419,4.553876891600541,4.532599493153256
501,2.0794415416798357,4.31748811353631,4.060443010546419
502,3.4011973816621555,2.0794415416798357,3.5553480614894135
503,7.8582541821860294,8.77940359789435,7.719129840906732
504,7.133295954896068,7.023758954738443,6.786716950605081
505,8.334951631422454,8.47907586930311,8.200837258379849
506,3.044522437723423,3.044522437723423,1.6094379124341003
507,7.19668657083435,7.0587581525186645,6.042632833682381
508,6.473890696352274,8.190908881182514,7.007600613951853
509,4.787491742782046,5.863631175598097,5.3612921657094255
510,9.2237500588861,8.972717499397138,8.014666370464942
511,5.817111159963204,5.762051382780177,5.645446897643238
512,8.278428259199071,8.53089883847235,7.089243155027514
513,3.044522437723423,4.04305126783455,3.58351893845611
514,5.10594547390058,4.330733340286331,4.276666119016055
515,2.1972245773362196,1.6094379124341003,2.0794415416798357
516,2.5649493574615367,1.9459101490553132,1.6094379124341003
517,8.366602832783736,8.588024372176829,7.695757990554761
519,2.6390573296152584,3.4965075614664802,1.0986122886681098
520,6.439350371100098,8.482394685873542,6.901737206656574
521,4.442651256490317,4.6913478822291435,4.5217885770490405
522,8.582793648500186,8.125039097367745,7.483806687665835
523,8.611775833902186,5.780743515792329,6.915723448631314
524,7.277247726631484,7.478734825567875,7.3938782901077555
525,4.23410650459726,4.962844630259907,4.110873864173311
526,7.671360923190644,7.1098794630722715,6.889591308354466
527,7.89989532313973,7.528331766707247,7.079184394609668
528,5.303304908059076,6.016157159698354,5.529429087511423
529,6.651571873589727,7.118826249062078,5.545177444479562
530,6.541029999189903,6.502790045915623,7.011213987350367
531,7.56164174558878,8.567886305731756,7.411556287811163
532,5.111987788356544,8.301273485191347,7.412160334945205
533,8.497806477616047,9.073030421011577,8.493310250952906
534,8.727454116899434,9.341017695617799,8.340217320947035
535,4.553876891600541,4.174387269895637,4.007333185232471
536,3.9318256327243257,4.219507705176107,5.247024072160486
537,1.0986122886681098,4.2626798770413155,3.1354942159291497
538,3.912023005428146,2.6390573296152584,3.258096538021482
539,7.736743682453495,9.018210874191142,7.592366128519796
540,7.0967213784947605,6.932447891572509,6.731018100482083
541,8.296546520300614,8.48446336679332,8.204124932574041
542,2.4849066497880004,3.5263605246161616,4.5217885770490405
543,6.949856455000773,6.74993119378857,5.765191102784844
544,6.894670039433482,8.23403420769204,7.15305163493748
545,4.77912349311153,5.365976015021851,5.332718793265369
546,9.472242991440476,9.335650562941629,8.479698986988657
547,5.932245187448011,5.840641657373398,5.817111159963204
548,8.410498452745275,8.337348564497175,7.01211529430638
549,3.044522437723423,3.828641396489095,3.4011973816621555
550,4.718498871295094,4.330733340286331,4.219507705176107
551,1.6094379124341003,0.0,2.6390573296152584
552,2.1972245773362196,1.3862943611198906,2.4849066497880004
553,8.266421472984554,8.334471554600944,7.675546002537848
555,2.3978952727983707,3.7612001156935624,1.791759469228055
556,6.568077911411976,8.542665987389269,6.895682697747868
557,4.30406509320417,4.574710978503383,4.07753744390572
558,8.622273667866745,8.18004072349016,7.4798641311650265
559,8.729397122692061,5.2832037287379885,6.405228458030842
560,7.284134806195205,7.549082710812286,7.553810852008231
561,4.110873864173311,4.897839799950911,4.330733340286331
562,7.138073034044347,6.964135612418245,6.1675164908883415
563,7.989221408815276,7.616283561580385,7.002155954403621
564,5.488937726156687,5.983936280687191,5.517452896464707
565,6.836259277277067,7.256297239690681,5.69035945432406
566,6.940222469119639,6.617402977974478,6.81783057145415
567,6.874198495453294,8.659213451436667,6.302618975744905
568,5.214935757608986,8.392310009269547,7.602401335665818
569,8.556413904569519,9.13259502335133,8.62371303479391
570,8.740016691519521,9.147613542067878,7.566828479208331
571,4.248495242049359,4.189654742026425,3.6888794541139363
572,3.9889840465642745,4.477336814478207,4.77912349311153
574,1.9459101490553132,2.4849066497880004,2.302585092994046
575,7.927685045615778,9.119540007649686,7.635303886259415
576,7.002155954403621,6.838405200847344,6.272877006546167
577,8.252706676567644,8.49351506406166,8.103191752285786
578,3.295836866004329,3.044522437723423,2.833213344056216
579,6.755768921984255,6.612041034833092,5.645446897643238
580,6.839476438228843,8.391403185357937,6.313548046277095
581,4.499809670330265,5.41610040220442,4.553876891600541
582,9.615338704494903,9.44200749423127,8.353732642263202
583,5.916202062607435,6.075346031088684,5.924255797414532
584,8.350429973538136,8.251142139090751,6.988413181999592
585,1.0986122886681098,3.6375861597263857,2.5649493574615367
586,4.927253685157205,4.605170185988092,4.174387269895637
589,8.23827262463303,7.96346006663897,7.113956109566034
591,2.1972245773362196,3.4965075614664802,1.9459101490553132
592,6.546785410760524,8.399535147948004,6.878326468291325
593,4.465908118654584,4.634728988229636,4.204692619390966
594,8.764209507142004,8.338066525518801,7.4073177104694174
595,8.981052985901483,5.568344503761097,6.478509642208569
596,7.518607216815252,7.5251007461258,7.645397699428633
