,K&A,AoW,Rape
597,4.356708826689592,4.8283137373023015,4.110873864173311
598,6.931471805599453,7.0967213784947605,6.315358001522335
599,8.137103389639302,7.890208213109961,7.16703787691222
600,5.831882477283517,6.240275845170769,5.840641657373398
601,6.966967138613983,7.3758821482150125,5.768320995793772
602,6.925595197110468,7.228388451573604,6.993932975223189
603,7.122866658599083,8.557182839632397,6.198478716492308
604,5.153291594497779,8.421562960400987,7.573017256052546
605,8.72029728739272,9.081369990679223,8.600246746551523
606,8.82834762005316,9.29053691397046,7.669495251007694
607,4.442651256490317,4.02535169073515,3.9512437185814275
608,4.060443010546419,4.553876891600541,4.465908118654584
609,0.0,4.204692619390966,3.912023005428146
610,3.5553480614894135,2.302585092994046,2.302585092994046
611,7.8674885686991285,9.207636720401869,6.822197390620491
612,7.143617602704121,6.862757913051401,6.7226297948554485
613,8.353968130313271,8.5657928612523,8.374476889214643
614,1.9459101490553132,3.1354942159291497,2.772588722239781
615,6.79794041297493,6.70196036600254,5.802118375377063
616,7.02197642307216,8.426611813185,6.406879986069314
617,4.9344739331306915,5.10594547390058,4.574710978503383
618,9.64088826045181,9.437874271591685,8.28045768658256
619,6.218600119691729,6.306275286948016,6.329720905522696
620,8.354438940114811,8.131236549696116,6.974478911025045
621,0.6931471805599453,3.5553480614894135,3.4011973816621555
622,4.9344739331306915,4.605170185988092,4.454347296253507
625,8.220133957151859,7.902857191280582,7.102499355774649
628,6.3784261836515865,8.39931015075952,6.990256500493881
629,4.219507705176107,4.382026634673881,4.143134726391533
630,8.85209276347713,8.437933510430605,7.480428306074208
631,9.107753783201082,5.7430031878094825,6.593044534142437
632,7.617267813628347,7.182352111885263,6.943122422819428
633,3.9512437185814275,4.77912349311153,4.276666119016055
634,6.826545223556594,6.954638864880987,6.269096283706261
635,7.938445551164788,7.855932199718614,7.299797366758161
636,5.820082930352362,6.210600077024653,5.883322388488279
637,6.794586580876499,7.272398392570047,5.407171771460119
638,6.915723448631314,7.406103381237015,7.255591274253665
639,6.962243464266207,8.504513138258863,6.22455842927536
640,5.424950017481403,8.413387022690648,7.612336837167746
641,8.714567550836485,8.6278397115033,7.818027938530729
642,8.840145877949938,9.256460307589736,7.740229524763182
643,4.430816798843313,4.07753744390572,3.58351893845611
644,4.2626798770413155,4.564348191467836,4.624972813284271
645,0.6931471805599453,3.5553480614894135,3.7376696182833684
646,2.5649493574615367,2.0794415416798357,2.0794415416798357
647,8.277411998949004,9.33326571881348,7.231287004327616
648,7.335633981927201,6.8501261661455,6.90975328164481
649,8.683893367307235,9.082734247371036,8.69901462316851
651,6.54965074223381,6.688354713946762,5.8916442118257715
652,7.186901020411631,8.340456012916183,6.771935555839602
653,4.927253685157205,5.030437921392435,4.477336814478207
654,9.362975618399776,9.391661428436555,8.027802848370312
655,5.926926025970411,6.163314804034641,6.26530121273771
656,8.354438940114811,8.131236549696116,6.974478911025045
658,4.859812404361672,4.189654742026425,4.718498871295094
660,0.6931471805599453,1.6094379124341003,1.3862943611198906
661,8.20849175174038,7.764296006450518,7.133295954896068
664,6.280395838960195,8.494129251817686,6.9985096422506015
665,3.8066624897703196,4.290459441148391,4.0943445622221
666,8.587465244401569,8.442900586834382,7.4127640174265625
667,8.805525052709516,6.369900982828227,6.692083742506628
668,7.201170883281678,7.2868764117507,7.098375638590786
669,3.4339872044851463,4.204692619390966,4.0943445622221
670,6.391917113392602,6.740519359606223,6.186208623900494
671,7.792761720816526,7.757478766584179,7.224753405767971
672,5.638354669333745,6.2878585601617845,5.802118375377063
673,6.900730664045173,7.213768308118642,7.186144304522325
674,6.827629234502852,8.46611040118692,6.222576268071369
675,5.017279836814924,8.266164436612492,6.456769655572163
676,8.47261414801827,8.59007183682881,7.757478766584179
677,8.566744970245486,9.206834232646894,7.630946580890459
678,3.8918202981106265,4.110873864173311,3.4657359027997265
679,3.367295829986474,4.454347296253507,4.204692619390966
680,0.0,3.258096538021482,3.4965075614664802
681,1.791759469228055,1.9459101490553132,1.3862943611198906
682,8.236155661683124,9.44184883962202,7.099201743553092
683,7.123672785204607,6.594413459749778,6.218600119691729
684,8.463581421967588,9.066585468331045,8.577347114235984
685,2.3978952727983707,2.8903717578961645,2.4849066497880004
686,6.450470422144176,6.79346613258001,5.963579343618446
687,7.1808311990445555,8.498418036089904,6.638567789166521
688,4.700480365792417,4.74493212836325,4.3694478524670215
689,9.11701821474481,9.19664704484418,7.926241523170962
690,5.855071922202427,6.161207321695077,6.18826412308259
691,8.954156966583772,7.81923445385907,7.028201432058005
692,0.0,2.70805020110221,0.6931471805599453
693,4.499809670330265,3.7376696182833684,4.0943445622221
695,7.9854843567338225,7.517520850603031,6.904750769961838
696,6.652863029353347,7.463936604468925,5.493061443340548
700,6.418364935936212,8.53856321715243,7.080026499922591
701,3.912023005428146,4.30406509320417,4.418840607796598
702,8.655040258108363,8.411610428841172,7.457609289715606
703,9.066585468331045,5.958424693029782,6.666956792429207
704,7.05444965813294,7.129297548929373,6.996681488176539
705,3.6635616461296463,4.30406509320417,4.276666119016055
706,6.78105762593618,6.492239835020471,6.3784261836515865
707,7.992268643270745,7.966239776559467,7.447751280047908
708,5.840641657373398,6.18826412308259,5.8805329864007
709,7.055312843339752,7.19668657083435,7.261927092702751
710,6.80903930604298,8.537975730598767,6.318968113746434
711,5.187385805840755,8.308691916838898,6.647688373563329
712,8.717027173294824,8.658692753689937,7.988542982737695
713,8.930494185292178,9.26558584620216,7.822444729489319
714,3.784189633918261,4.5217885770490405,3.258096538021482
715,3.7376696182833684,4.5217885770490405,4.31748811353631
717,1.6094379124341003,2.3978952727983707,1.3862943611198906
718,8.55159461813357,9.605957144029533,7.283448228756631
719,7.38770923908104,6.519147287940395,6.139884552226255
720,8.69349667588463,9.113719333371757,8.754160749323518
721,0.0,2.833213344056216,2.0794415416798357
722,6.45833828334479,6.981934677156389,6.045005314036012
723,7.56734567601324,8.381373468273702,6.71295620067707
724,4.74493212836325,4.543294782270004,4.110873864173311
725,9.266153436795395,9.147720009994515,7.953318346560431
726,5.996452088619021,6.484635235635252,6.280395838960195
727,8.90598676523643,7.818027938530729,7.023758954738443
729,4.787491742782046,3.6109179126442243,4.30406509320417
730,3.1354942159291497,1.9459101490553132,1.0986122886681098
731,8.314587291319576,7.63433723562832,7.1308988302963465
732,6.806829360392176,7.523481312573497,5.752572638825633
733,0.0,1.6094379124341003,0.6931471805599453
